FileName_OrigBrightfield,PathName_OrigBrightfield,FileName_OrigER,PathName_OrigER,FileName_OrigAGP,PathName_OrigAGP,FileName_OrigMito,PathName_OrigMito,FileName_OrigDNA,PathName_OrigDNA,FileName_OrigRNA,PathName_OrigRNA,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_ChannelID,Metadata_Col,Metadata_FieldID,Metadata_PlaneID,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row,Metadata_Reimaged
r03c03f02p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f02p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f02p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f02p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f02p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f02p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,BR00143979,C03,2,0.134972006,6,3,2,1,-0.000645814,0.000645814,-2e-06,3,True
r03c03f03p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/BR00143979__2024-07-04T19_38_57-Measurement 1/Images,r03c03f03p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/BR00143979__2024-07-04T19_38_57-Measurement 1/Images,r03c03f03p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/BR00143979__2024-07-04T19_38_57-Measurement 1/Images,r03c03f03p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/BR00143979__2024-07-04T19_38_57-Measurement 1/Images,r03c03f03p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/BR00143979__2024-07-04T19_38_57-Measurement 1/Images,r03c03f03p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/BR00143979__2024-07-04T19_38_57-Measurement 1/Images,BR00143979,C03,3,0.134558693,6,3,3,1,0.0,0.000645814,-6e-06,3,False
r03c03f04p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f04p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f04p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f04p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f04p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f04p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,BR00143979,C03,4,0.134559304,6,3,4,1,0.000645814,0.000645814,-2e-06,3,True
r03c03f05p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f05p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f05p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f05p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f05p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f05p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,BR00143979,C03,5,0.134557799,6,3,5,1,0.000645814,0.0,-2e-06,3,True
r03c03f06p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f06p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f06p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f06p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f06p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f06p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,BR00143979,C03,6,0.134566501,6,3,6,1,-0.000645814,0.0,-2e-06,3,True
r03c03f07p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f07p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f07p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f07p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f07p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f07p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,BR00143979,C03,7,0.134564102,6,3,7,1,-0.000645814,-0.000645814,-2e-06,3,True
r03c03f08p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f08p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f08p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f08p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f08p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f08p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,BR00143979,C03,8,0.134560093,6,3,8,1,0.0,-0.000645814,-2e-06,3,True
r03c03f09p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f09p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f09p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f09p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f09p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r03c03f09p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,BR00143979,C03,9,0.134555995,6,3,9,1,0.000645814,-0.000645814,-2e-06,3,True
r04c03f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r04c03f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r04c03f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r04c03f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r04c03f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r04c03f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,BR00143979,D03,1,0.134553194,6,3,1,1,0.0,0.0,-2e-06,4,True
r04c03f02p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r04c03f02p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r04c03f02p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r04c03f02p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r04c03f02p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,r04c03f02p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_KP-N-YN_Re-imaged/BR00143979__2024-07-17T20_36_33-Measurement 2/Images,BR00143979,D03,2,0.134557694,6,3,2,1,-0.000645814,0.000645814,-2e-06,4,True
